// SpatialAnalyzer SA 2021.3.1012.1 ( x64 )  
// Points Relative to Coordinate Frame 'Standpunkt 1::WORLD'
// AXES = CARTESIAN: X,  Y,  Z (mm)
// Collection,  Group,  Point,  X,  Y,  Z,  [Planar Offset],  [Radial Offset],  [Timestamp],  [Notes],  [Most Recent Active Measurement Details]

Standpunkt 1,  Geometrie1,  1,  1723.693818,  719.334967,  -804.670984,  6.350000,  6.350000,  05/10/19 14:05:18,  ,  AT960-LR 750836 ,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  Weather:T=20.7C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  314,  1798.525709,  755.055389,  -786.467289,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  315,  1798.816508,  754.414605,  -787.187932,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  316,  1798.440563,  753.521455,  -787.476835,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  317,  1797.791409,  752.763477,  -787.345553,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  318,  1797.644852,  751.940139,  -787.903074,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  319,  1797.153639,  751.081240,  -788.068070,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  320,  1796.410755,  750.586103,  -787.572729,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  321,  1795.674105,  749.975255,  -787.236123,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  322,  1795.235393,  749.092120,  -787.442005,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  323,  1794.760208,  748.218167,  -787.623102,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  324,  1794.414079,  747.344623,  -787.972592,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  325,  1793.980068,  746.481343,  -788.241186,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  326,  1793.610976,  745.628596,  -788.617654,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  327,  1792.974481,  744.848753,  -788.473017,  3.000000,  3.000000,  05/10/19 14:13:17,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  328,  1792.400812,  744.026237,  -788.486680,  3.000000,  3.000000,  05/10/19 14:13:18,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  329,  1791.859425,  743.180366,  -788.578288,  3.000000,  3.000000,  05/10/19 14:13:18,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  330,  1791.219135,  742.416561,  -788.423078,  3.000000,  3.000000,  05/10/19 14:13:18,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  331,  1791.849897,  743.199964,  -788.551188,  3.000000,  3.000000,  05/10/19 14:13:18,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  332,  1792.483971,  743.982505,  -788.681020,  3.000000,  3.000000,  05/10/19 14:13:18,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  333,  1793.154848,  744.739411,  -788.892585,  3.000000,  3.000000,  05/10/19 14:13:18,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  334,  1793.794883,  745.531138,  -789.042636,  3.000000,  3.000000,  05/10/19 14:13:18,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  335,  1794.329476,  746.385922,  -788.911628,  3.000000,  3.000000,  05/10/19 14:13:18,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  336,  1794.638354,  747.224882,  -788.444873,  3.000000,  3.000000,  05/10/19 14:13:18,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  337,  1794.993015,  748.077226,  -788.057243,  3.000000,  3.000000,  05/10/19 14:13:18,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  338,  1795.504686,  748.929420,  -787.915214,  3.000000,  3.000000,  05/10/19 14:13:18,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  339,  1796.119893,  749.737965,  -787.981017,  3.000000,  3.000000,  05/10/19 14:13:18,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  340,  1796.551588,  750.616896,  -787.728749,  3.000000,  3.000000,  05/10/19 14:13:18,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  341,  1796.610744,  751.425625,  -787.137003,  3.000000,  3.000000,  05/10/19 14:13:19,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  342,  1796.873991,  752.324606,  -786.764251,  3.000000,  3.000000,  05/10/19 14:13:19,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  343,  1797.397373,  753.175161,  -786.677297,  3.000000,  3.000000,  05/10/19 14:13:19,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  344,  1798.173260,  753.411280,  -787.279055,  3.000000,  3.000000,  05/10/19 14:13:19,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  345,  1798.920864,  753.777414,  -787.858271,  3.000000,  3.000000,  05/10/19 14:13:19,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  346,  1799.611986,  754.156152,  -788.501102,  3.000000,  3.000000,  05/10/19 14:13:19,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  347,  1800.170649,  754.358688,  -789.309261,  3.000000,  3.000000,  05/10/19 14:13:19,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  348,  1799.987477,  753.697489,  -790.044760,  3.000000,  3.000000,  05/10/19 14:13:19,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  349,  1799.377862,  752.889537,  -789.927154,  3.000000,  3.000000,  05/10/19 14:13:19,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  350,  1798.751979,  752.179884,  -789.601740,  3.000000,  3.000000,  05/10/19 14:13:19,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
Standpunkt 1,  Geometrie17,  351,  1799.148446,  753.004044,  -789.173291,  3.000000,  3.000000,  05/10/19 14:13:19,  ,  AT960-LR 750836 ,  Reflector 'T-Probe #238~#000267 (6.0 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000267 (6.0 mm)',  Weather:T=20.6C,P=972.9hPA(mbar),H=49.1%,  Sp. Scan Parameters:,  Start Trigger =  Taste/Verzögert,  Messverzögerung = 0.000000,  Pause bei Strahlunterbrechung = FALSCH,  Wait for Stable When Beam Reset = FALSCH,  Punkte = 1000,  Anzahl/Pkte = 1,  Stop Trigger =  # Punkte,  Inkrement = 0.001000,  Sampling Frequenz = 100.000000
